node_id	label	community_cid	community_label	source_file	source_url
torflow_tor_network	Tor Network	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/unchartedsoftware__torflow.md	
torflow_data_flow_visualization	Data Flow Visualization	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/unchartedsoftware__torflow.md	
torflow_javascript	JavaScript	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/unchartedsoftware__torflow.md	
watchtower_repo	lajosdeme/watchtower	10	💀 OSINT &amp; Security	openclaw/spellbook-homework/lajosdeme__watchtower.md	
watchtower_terminal_dashboard	Terminal-based Global Intelligence Dashboard	10	💀 OSINT &amp; Security	openclaw/spellbook-homework/lajosdeme__watchtower.md	
watchtower_go	Go Language	10	💀 OSINT &amp; Security	openclaw/spellbook-homework/lajosdeme__watchtower.md	
watchtower_intelligence_monitoring	Intelligence Monitoring	10	💀 OSINT &amp; Security	openclaw/spellbook-homework/lajosdeme__watchtower.md	
claude_code_local_repo	nicedreamzapp/claude-code-local	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
claude_code_local_python	Python	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
claude_code_local_google_turboquant	Google TurboQuant	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
claude_esp_repo	phiat/claude-esp	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
claude_esp_hidden_output_streaming	Claude Code Hidden Output Streaming	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
claude_esp_tui	TUI (Terminal User Interface)	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
claude_esp_go	Go Language (claude-esp)	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
claude_esp_agents	AI Agents (claude-esp context)	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
unitedbyai__droidclaw_repo	unitedbyai/droidclaw	0	🖥️ This Mac	openclaw/spellbook-homework/unitedbyai__droidclaw.md	
unitedbyai__droidclaw_concept_phone_ai_agent	Old Phone AI Agent (ADB)	0	🖥️ This Mac	openclaw/spellbook-homework/unitedbyai__droidclaw.md	
unitedbyai__droidclaw_concept_adb	Android Debug Bridge (ADB)	0	🖥️ This Mac	openclaw/spellbook-homework/unitedbyai__droidclaw.md	
unitedbyai__droidclaw_concept_screen_reader	Screen Reading AI	0	🖥️ This Mac	openclaw/spellbook-homework/unitedbyai__droidclaw.md	
unitedbyai__droidclaw_concept_typescript	TypeScript	0	🖥️ This Mac	openclaw/spellbook-homework/unitedbyai__droidclaw.md	
nicedreamzapp__claude_code_local_repo	nicedreamzapp/claude-code-local	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
nicedreamzapp__claude_code_local_concept_local_ai	Local AI (No Cloud)	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
nicedreamzapp__claude_code_local_concept_apple_silicon	Apple Silicon	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
nicedreamzapp__claude_code_local_concept_turboquant	Google TurboQuant	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
nicedreamzapp__claude_code_local_concept_python	Python	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
nicedreamzapp__claude_code_local_concept_122b_model	122B Language Model	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
karpathy_nanochat	karpathy/nanochat	5	🧠 Karpathy &amp; Research Foundry	openclaw/spellbook-homework/karpathy__nanochat.md	
phiat_claude_esp	phiat/claude-esp	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
bloopai_vibe_kanban	BloopAI/vibe-kanban	6	🎭 swarms &amp; teams	openclaw/spellbook-homework/BloopAI__vibe-kanban.md	
roboflow_supervision	roboflow/supervision	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/roboflow__supervision.md	
skyvern_ai_skyvern	Skyvern-AI/skyvern	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/Skyvern-AI__skyvern.md	
m8e_graphify	m8e/graphify	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/m8e__graphify.md	
safishamsi_graphify	safishamsi/graphify	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/safishamsi__graphify.md	
concept_chatgpt	ChatGPT	5	🧠 Karpathy &amp; Research Foundry	openclaw/spellbook-homework/karpathy__nanochat.md	
concept_multi_agent_orchestration	Multi-Agent Orchestration	6	🎭 swarms &amp; teams	openclaw/spellbook-homework/BloopAI__vibe-kanban.md	
concept_kanban_board	Kanban Board	6	🎭 swarms &amp; teams	openclaw/spellbook-homework/BloopAI__vibe-kanban.md	
concept_object_tracking	Object Detection and Tracking	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/roboflow__supervision.md	
concept_vision_llm	Vision LLM	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/Skyvern-AI__skyvern.md	
concept_mcp_server	MCP Server	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/Skyvern-AI__skyvern.md	
concept_knowledge_graph	Knowledge Graph	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/m8e__graphify.md	
concept_community_detection	Community Detection	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/m8e__graphify.md	
concept_graphrag	GraphRAG	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/safishamsi__graphify.md	
concept_playwright	Playwright	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/Skyvern-AI__skyvern.md	
concept_tui	Terminal UI (TUI)	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
concept_openclaw	OpenClaw	0	🖥️ This Mac	openclaw/spellbook-homework/openclaw__openclaw.md	
concept_gsd	GSD Workflow	6	🎭 swarms &amp; teams	openclaw/spellbook-homework/BloopAI__vibe-kanban.md	
concept_rust	Rust	6	🎭 swarms &amp; teams	openclaw/spellbook-homework/BloopAI__vibe-kanban.md	
concept_python	Python	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/roboflow__supervision.md	
notion_cli_tool	notion-cli (0xble)	0	🖥️ This Mac	openclaw/spellbook-homework/0xble__notion-cli.md	
notion_cli_mcp	Model Context Protocol (MCP)	0	🖥️ This Mac	openclaw/spellbook-homework/0xble__notion-cli.md	
notion_cli_notion	Notion	0	🖥️ This Mac	openclaw/spellbook-homework/0xble__notion-cli.md	
notion_cli_go	Go (programming language)	0	🖥️ This Mac	openclaw/spellbook-homework/0xble__notion-cli.md	
agent_zero_framework	AGENT-ZERO Framework (msitarzewski)	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/msitarzewski__AGENT-ZERO.md	
agent_zero_agents_md	AGENTS.md Standard	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/msitarzewski__AGENT-ZERO.md	
agent_zero_ai_dev	AI-Assisted Software Development	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/msitarzewski__AGENT-ZERO.md	
claude_code_local	claude-code-local (nicedreamzapp)	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
claude_code_local_local_ai	Local AI Inference	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
claude_esp_tool	claude-esp (phiat)	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
claude_esp_claude_code	Claude Code	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
claude_esp_subagents	Subagents (Claude Code)	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
sentry_cli_sentry_cli	0xble/sentry-cli	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/0xble__sentry-cli.md	
sentry_cli_rust	Rust Language	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/0xble__sentry-cli.md	
sentry_cli_sentry	Sentry Error Monitoring	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/0xble__sentry-cli.md	
career_ops_repo	santifer/career-ops	6	🎭 swarms &amp; teams	openclaw/spellbook-homework/santifer__career-ops.md	
career_ops_typescript	TypeScript Language	6	🎭 swarms &amp; teams	openclaw/spellbook-homework/santifer__career-ops.md	
career_ops_go	Go Language	6	🎭 swarms &amp; teams	openclaw/spellbook-homework/santifer__career-ops.md	
career_ops_playwright	Playwright Browser Automation	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/santifer__career-ops.md	
career_ops_claude_code	Claude Code CLI	6	🎭 swarms &amp; teams	openclaw/spellbook-homework/santifer__career-ops.md	
career_ops_opencode	OpenCode CLI	6	🎭 swarms &amp; teams	openclaw/spellbook-homework/santifer__career-ops.md	
career_ops_slash_commands	Career-Ops Slash Command System	6	🎭 swarms &amp; teams	openclaw/spellbook-homework/santifer__career-ops.md	
career_ops_ats_pdf	ATS-Optimized PDF Generation	6	🎭 swarms &amp; teams	openclaw/spellbook-homework/santifer__career-ops.md	
career_ops_yaml_pipeline	YAML Pipeline State Tracker	6	🎭 swarms &amp; teams	openclaw/spellbook-homework/santifer__career-ops.md	
career_ops_multi_agent	Multi-Agent Job Search Orchestration	6	🎭 swarms &amp; teams	openclaw/spellbook-homework/santifer__career-ops.md	
career_ops_human_in_loop	Human-in-the-Loop Design Pattern	6	🎭 swarms &amp; teams	openclaw/spellbook-homework/santifer__career-ops.md	
career_ops_openclaw_patterns	OpenClaw Agent Orchestration Patterns	6	🎭 swarms &amp; teams	openclaw/spellbook-homework/santifer__career-ops.md	
claude_esp_hidden_output	Claude Code Hidden Output Streaming	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
ordercli_cli	steipete/ordercli	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/steipete__ordercli.md	
ordercli_foodora	Foodora	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/steipete__ordercli.md	
ordercli_deliveroo	Deliveroo	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/steipete__ordercli.md	
agentfiles_repo	Railly/agentfiles	9	🌊 memory &amp; retrieval	openclaw/spellbook-homework/Railly__agentfiles.md	
agentfiles_obsidian	Obsidian Integration	9	🌊 memory &amp; retrieval	openclaw/spellbook-homework/Railly__agentfiles.md	
agentfiles_claude_code	Claude Code (agentfiles target)	9	🌊 memory &amp; retrieval	openclaw/spellbook-homework/Railly__agentfiles.md	
agentfiles_cursor	Cursor (agentfiles target)	9	🌊 memory &amp; retrieval	openclaw/spellbook-homework/Railly__agentfiles.md	
agentfiles_codex	Codex (agentfiles target)	9	🌊 memory &amp; retrieval	openclaw/spellbook-homework/Railly__agentfiles.md	
phiat_claude_esp_repo	phiat/claude-esp	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
phiat_claude_esp_tui	TUI Terminal Streaming (claude-esp)	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
humanlayer_12factor_repo	humanlayer/12-factor-agents	9	🌊 memory &amp; retrieval	openclaw/spellbook-homework/humanlayer__12-factor-agents.md	
humanlayer_12factor_principles	12-Factor Agent Principles	9	🌊 memory &amp; retrieval	openclaw/spellbook-homework/humanlayer__12-factor-agents.md	
humanlayer_12factor_llm	LLM-Powered Production Software	9	🌊 memory &amp; retrieval	openclaw/spellbook-homework/humanlayer__12-factor-agents.md	
concept_ai_agent_tools	AI Agent Tooling Ecosystem	9	🌊 memory &amp; retrieval	openclaw/spellbook-homework/Railly__agentfiles.md	
concept_claude_code_observability	Claude Code Observability	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
curated_ai_automation__repo	awesome-ai-tools/curated-ai-automation	5	🧠 Karpathy &amp; Research Foundry	openclaw/spellbook-homework/awesome-ai-tools__curated-ai-automation.md	
curated_ai_automation__awesome_list	Curated AI Automation Awesome List	5	🧠 Karpathy &amp; Research Foundry	openclaw/spellbook-homework/awesome-ai-tools__curated-ai-automation.md	
curated_ai_automation__n8n	n8n Workflow Automation	5	🧠 Karpathy &amp; Research Foundry	openclaw/spellbook-homework/awesome-ai-tools__curated-ai-automation.md	
curated_ai_automation__make	Make (formerly Integromat)	5	🧠 Karpathy &amp; Research Foundry	openclaw/spellbook-homework/awesome-ai-tools__curated-ai-automation.md	
curated_ai_automation__no_code	No-Code AI Platforms	5	🧠 Karpathy &amp; Research Foundry	openclaw/spellbook-homework/awesome-ai-tools__curated-ai-automation.md	
litertmlm__repo	google-ai-edge/LiteRT-LM	5	🧠 Karpathy &amp; Research Foundry	openclaw/spellbook-homework/google-ai-edge__LiteRT-LM.md	
litertmlm__google_ai_edge	Google AI Edge	5	🧠 Karpathy &amp; Research Foundry	openclaw/spellbook-homework/google-ai-edge__LiteRT-LM.md	
litertmlm__cpp_runtime	C++ LLM Runtime	5	🧠 Karpathy &amp; Research Foundry	openclaw/spellbook-homework/google-ai-edge__LiteRT-LM.md	
claude_code_local__repo	nicedreamzapp/claude-code-local	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
claude_code_local__apple_silicon	Apple Silicon Local AI	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
claude_code_local__google_turboquant	Google TurboQuant	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
claude_code_local__122b_model	122B Local LLM Model	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
claude_esp__repo	phiat/claude-esp	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
claude_esp__streaming_output	Claude ESP Hidden Output Streaming	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
claude_esp__tui	Terminal UI (TUI)	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
claude_esp__go_lang	Go Language	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
claude_esp__subagents	Claude Subagents	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
claude_esp__tool_calls	Claude Tool Calls	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
openai_codex__repo	openai/codex	8	🔥 harnesses &amp; CLIs · codex · 8	openclaw/spellbook-homework/openai__codex.md	
openai_codex__rust_agent	Rust-based Coding Agent	8	🔥 harnesses &amp; CLIs · codex · 8	openclaw/spellbook-homework/openai__codex.md	
openai_codex__terminal_agent	Terminal Coding Agent	8	🔥 harnesses &amp; CLIs · codex · 8	openclaw/spellbook-homework/openai__codex.md	
nickarchuleta__user	nickarchuleta (GitHub User)	5	🧠 Karpathy &amp; Research Foundry	openclaw/spellbook-homework/awesome-ai-tools__curated-ai-automation.md	
mlxvlm_repo	Blaizzy/mlx-vlm	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/Blaizzy__mlx-vlm.md	
mlxvlm_vlm	Vision Language Model (VLM)	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/Blaizzy__mlx-vlm.md	
mlxvlm_mlx	MLX Framework (Apple)	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/Blaizzy__mlx-vlm.md	
mlxvlm_applesilicon	Apple Silicon	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/Blaizzy__mlx-vlm.md	
mlxvlm_localai	Local AI Inference	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/Blaizzy__mlx-vlm.md	
meshtastic_firmware_repo	meshtastic/firmware	8	🔥 harnesses &amp; CLIs · codex · 8	openclaw/spellbook-homework/meshtastic__firmware.md	
meshtastic_lora	LoRa Mesh Networking	8	🔥 harnesses &amp; CLIs · codex · 8	openclaw/spellbook-homework/meshtastic__firmware.md	
meshtastic_esp32	ESP32 Microcontroller	8	🔥 harnesses &amp; CLIs · codex · 8	openclaw/spellbook-homework/meshtastic__firmware.md	
meshtastic_offgrid	Off-Grid Communication	8	🔥 harnesses &amp; CLIs · codex · 8	openclaw/spellbook-homework/meshtastic__firmware.md	
meshtastic_nrf52	nRF52 MCU Platform	8	🔥 harnesses &amp; CLIs · codex · 8	openclaw/spellbook-homework/meshtastic__firmware.md	
claudecodelocal_repo	nicedreamzapp/claude-code-local	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
claudecodelocal_turboquant	Google TurboQuant	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
claudecodelocal_122b	122B Local Model	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
claudeesp_repo	phiat/claude-esp	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
claudeesp_tui	TUI Terminal Interface	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
claudeesp_streaming	Claude Code Hidden Output Streaming	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
claudeesp_subagents	Claude Code Subagents	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
nicedreamzapp_author	nicedreamzapp (GitHub Author)	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
claudecode_platform	Claude Code Platform	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
nicedreamzapp_claude_code_local_concept_local_ai	Local AI Inference (Apple Silicon)	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
nicedreamzapp_claude_code_local_concept_turbo_quant	Google TurboQuant	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
phiat_claude_esp_concept_streaming	Claude Code Hidden Output Streaming	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
phiat_claude_esp_concept_tui	Terminal UI (TUI)	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
m8e_graphify_concept_knowledge_graph	Knowledge Graph with Community Detection	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/m8e__graphify.md	
m8e_graphify_concept_audit	Knowledge Graph Audit Report	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/m8e__graphify.md	
safishamsi_graphify_concept_multi_tool	Multi-Tool AI Coding Assistant Skill	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/safishamsi__graphify.md	
safishamsi_graphify_concept_graphrag	GraphRAG / Knowledge Graph RAG	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/safishamsi__graphify.md	
concept_google_turboquant	Google TurboQuant	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
concept_no_cloud_api	No Cloud / No API Fees	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
concept_hidden_output_streaming	Hidden Output Streaming (thinking, tool calls, subagents)	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
concept_go_lang	Go Programming Language	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
concept_python_lang	Python Programming Language	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
concept_122b_model	122B Model	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
nicedreamzapp_local_ai_apple_silicon	Local AI on Apple Silicon	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
nicedreamzapp_122b_model	122B Model (TurboQuant)	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
nicedreamzapp_google_turboquant	Google TurboQuant	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
nicedreamzapp_claude_code_runtime	Claude Code Runtime	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
nicedreamzapp_no_cloud_no_api_fees	No Cloud No API Fees	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
phiat_claude_code_hidden_output	Claude Code Hidden Output Streaming	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
phiat_tui	TUI (Terminal User Interface)	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
phiat_go_lang	Go Language	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
phiat_thinking_tool_calls_subagents	Thinking Tool Calls Subagents Observability	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
nicedreamzapp_python_lang	Python Language	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
shared_claude_code_ecosystem	Claude Code Ecosystem	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
nickarchuleta_curator	nickarchuleta (Curator)	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
nicedreamzapp_claude_code_local_concept_no_cloud	No Cloud, No API Fees (Local Inference)	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
phiat_claude_esp_concept_hidden_output	Claude Code Hidden Output Streaming (thinking, tool calls, subagents)	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
m8e_graphify_concept_knowledge_graph_skill	Claude Code Skill for Knowledge Graph Generation	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/m8e__graphify.md	
m8e_graphify_concept_community_detection	Community Detection in Knowledge Graphs	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/m8e__graphify.md	
m8e_graphify_concept_god_nodes	God Nodes (High-Centrality Knowledge Graph Nodes)	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/m8e__graphify.md	
safishamsi_graphify_concept_ai_coding_skill	AI Coding Assistant Skill (Multi-platform)	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/safishamsi__graphify.md	
concept_gemini_cli	Gemini CLI (Google AI Coding Tool)	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/safishamsi__graphify.md	
concept_opencode	OpenCode (Open-source AI Coding CLI)	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/safishamsi__graphify.md	
concept_cursor	Cursor (AI Code Editor)	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/safishamsi__graphify.md	
concept_factory_droid	Factory Droid (AI Coding Agent)	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/safishamsi__graphify.md	
concept_trae	Trae (AI Coding Tool)	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/safishamsi__graphify.md	
concept_google_antigravity	Google Antigravity (AI Coding Platform)	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/safishamsi__graphify.md	
concept_github_copilot_cli	GitHub Copilot CLI	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/safishamsi__graphify.md	
concept_go_language	Go Programming Language	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
concept_local_ai_inference	Local AI Inference on Apple Silicon	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
concept_claude_code_tool	Claude Code CLI Tool	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
concept_no_cloud_no_api_fees	No Cloud No API Fees Pattern	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
concept_claude_hidden_output_streaming	Claude Code Hidden Output Streaming	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
concept_subagent_observability	Subagent Observability	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
concept_turboquant	Google TurboQuant	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
concept_no_cloud	No Cloud / No API Fees	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
concept_hidden_output	Claude Code Hidden Output Streaming	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
concept_thinking	Thinking (Hidden LLM Output)	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
phiat_claude_esp_streaming_tui	Claude ESP - Streaming TUI for Hidden Output	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
m8e_graphify_claude_code_skill	m8e/graphify - Claude Code Skill for Knowledge Graph	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/m8e__graphify.md	
safishamsi_graphify_ai_coding_skill	safishamsi/graphify - Multi-AI-Assistant Coding Skill (Claude Code, Codex, OpenCode, Cursor, Gemini CLI, GitHub Copilot CLI, OpenClaw, Factory Droid, Trae, Google Antigravity)	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/safishamsi__graphify.md	
concept_subagent_streaming	Subagent Streaming (Hidden Output Visibility)	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
nicedreamzapp_claude_code_local_concept_turboquant	Google TurboQuant	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
nicedreamzapp_claude_code_local_concept_122b_model	122B Model at 41 tok/s	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
phiat_claude_esp_concept_subagents	Subagent Visibility	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
phiat_claude_esp_concept_go_lang	Go Programming Language	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
nicedreamzapp_claude_code_local_google_turboquant	Google TurboQuant	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
nicedreamzapp_claude_code_local_122b_model	122B Local Model (41 tok/s)	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
phiat_claude_esp_stream_hidden_output	Claude Code Hidden Output Streaming	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
m8e_graphify_knowledge_graph_skill	Knowledge Graph Claude Code Skill	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/m8e__graphify.md	
